Year,State,County ID,State / County Name,All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Count LB 90%,All Ages in Poverty Count UB 90%,90% Confidence Interval (All Ages in Poverty Count),All Ages in Poverty Percent,All Ages in Poverty Percent LB 90%,All Ages in Poverty Percent UB 90%,90% Confidence Interval (All Ages in Poverty Percent),Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Count LB 90%,Under Age 18 in Poverty Count UB 90%,90% Confidence Interval (Under Age 18 in Poverty Count),Under Age 18 in Poverty Percent,Under Age 18 in Poverty Percent LB 90%,Under Age 18 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 18 in Poverty Percent),Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Count LB 90%,Ages 5 to 17 in Families in Poverty Count UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count),Ages 5 to 17 in Families in Poverty Percent,Ages 5 to 17 in Families in Poverty Percent LB 90%,Ages 5 to 17 in Families in Poverty Percent UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent),Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Count LB 90%,Under Age 5 in Poverty Count UB 90%,90% Confidence Interval (Under Age 5 in Poverty Count),Under Age 5 in Poverty Percent,Under Age 5 in Poverty Percent LB 90%,Under Age 5 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 5 in Poverty Percent),Median Household Income in Dollars,Median Household Income in Dollars LB 90%,Median Household Income in Dollars UB 90%,90% Confidence Interval (Median Household Income in Dollars)
2002,30,30000,Montana,899218,126154,118721,133588,"118,721 to 133,588",14,13.2,14.9,13.2 to 14.9,212279,40738,37256,44220,"37,256 to 44,220",19.2,17.6,20.8,17.6 to 20.8,153798,25691,22759,28623,"22,759 to 28,623",16.7,14.8,18.6,14.8 to 18.6,51788,13181,11330,15031,"11,330 to 15,031",25.5,21.9,29,21.9 to 29.0,34105,32345,35864,"$32,345 to $35,864"
2001,30,30000,Montana,892255,124776,117884,131668,"117,884 to 131,668",14,13.2,14.8,13.2 to 14.8,217397,41222,36920,45525,"36,920 to 45,525",19,17,20.9,17.0 to 20.9,161100,26001,22196,29806,"22,196 to 29,806",16.1,13.8,18.5,13.8 to 18.5,53004,13181,11612,14750,"11,612 to 14,750",24.9,21.9,27.8,21.9 to 27.8,33151,31692,34610,"$31,692 to $34,610"
2000,30,30000,Montana,884426,117677,110868,124487,"110,868 to 124,487",13.3,12.5,14.1,12.5 to 14.1,215405,40497,37026,43968,"37,026 to 43,968",18.8,17.2,20.4,17.2 to 20.4,160475,24984,22007,27961,"22,007 to 27,961",15.6,13.7,17.4,13.7 to 17.4,52068,13546,11774,15318,"11,774 to 15,318",26,22.6,29.4,22.6 to 29.4,33281,31517,35044,"$31,517 to $35,044"
1999,30,30000,Montana,886008,126835,117930,135741,"117,930 to 135,741",14.3,13.3,15.3,13.3 to 15.3,226578,45667,39857,51478,"39,857 to 51,478",20.2,17.6,22.7,17.6 to 22.7,168539,29978,24868,35088,"24,868 to 35,088",17.8,14.8,20.8,14.8 to 20.8,53597,13199,10697,15701,"10,697 to 15,701",24.6,20,29.3,20.0 to 29.3,32098,30777,33418,"$30,777 to $33,418"
1998,30,30000,Montana,879709,138272,129185,147359,"129,185 to 147,359",15.7,14.7,16.8,14.7 to 16.8,228749,50077,44578,55576,"44,578 to 55,576",21.9,19.5,24.3,19.5 to 24.3,170198,33222,28269,38175,"28,269 to 38,175",19.5,16.6,22.4,16.6 to 22.4,53679,15083,12713,17454,"12,713 to 17,454",28.1,23.7,32.5,23.7 to 32.5,31271,29634,32907,"$29,634 to $32,907"
1997,30,30000,Montana,NA,135691,126419,144964,"126,419 to 144,964",15.5,14.4,16.6,14.4 to 16.6,NA,49055,44584,53525,"44,584 to 53,525",21.3,19.4,23.3,19.4 to 23.3,NA,32898,29023,36773,"29,023 to 36,773",19.1,16.8,21.3,16.8 to 21.3,NA,13839,11714,15963,"11,714 to 15,963",25.5,21.6,29.4,21.6 to 29.4,29672,28138,31205,"$28,138 to $31,205"
1996,30,30000,Montana,NA,132015,122846,141183,"122,846 to 141,183",15.1,14.1,16.2,14.1 to 16.2,NA,49667,44712,54622,"44,712 to 54,622",21.6,19.4,23.8,19.4 to 23.8,NA,32190,27630,36750,"27,630 to 36,750",18.8,16.1,21.5,16.1 to 21.5,NA,15232,13135,17329,"13,135 to 17,329",28.2,24.3,32.1,24.3 to 32.1,28714,27013,30415,"$27,013 to $30,415"
1995,30,30000,Montana,NA,137922,129948,145896,"129,948 to 145,896",15.8,14.9,16.7,14.9 to 16.7,NA,51732,48244,55220,"48,244 to 55,220",22,20.5,23.5,20.5 to 23.5,NA,33324,30777,35871,"30,777 to 35,871",19.1,17.6,20.5,17.6 to 20.5,NA,16879,14472,19287,"14,472 to 19,287",30,25.7,34.2,25.7 to 34.2,27889,26456,29322,"$26,456 to $29,322"
1993,30,30000,Montana,NA,129656,121327,137985,"121,327 to 137,985",15.2,14.2,16.1,14.2 to 16.1,NA,47745,43562,51928,"43,562 to 51,928",19.8,18.1,21.6,18.1 to 21.6,NA,30249,26845,33653,"26,845 to 33,653",17.1,15.2,19,15.2 to 19.0,NA,15542,13971,17113,"13,971 to 17,113",25.8,23.2,28.4,23.2 to 28.4,26386,25200,27572,"$25,200 to $27,572"
1989,30,30000,Montana,NA,118434,113727,123141,"113,727 to 123,141",15,14.4,15.6,14.4 to 15.6,NA,48169,45567,50771,"45,567 to 50,771",21.5,20.4,22.7,20.4 to 22.7,NA,31124,29089,33159,"29,089 to 33,159",19.4,18.1,20.7,18.1 to 20.7,NA,14550,12805,16295,"12,805 to 16,295",24.1,21.2,27,21.2 to 27.0,23242,22137,24347,"$22,137 to $24,347"
2016,31,31000,Nebraska,1851082,208864,201705,216023,"201,705 to 216,023",11.3,10.9,11.7,10.9 to 11.7,463145,64333,59964,68702,"59,964 to 68,702",13.9,13,14.8,13.0 to 14.8,331438,41851,38134,45568,"38,134 to 45,568",12.6,11.5,13.7,11.5 to 13.7,129732,20548,18295,22801,"18,295 to 22,801",15.8,14.1,17.5,14.1 to 17.5,56979,56240,57718,"$56,240 to $57,718"
2015,31,31000,Nebraska,1842687,224696,217304,232088,"217,304 to 232,088",12.2,11.8,12.6,11.8 to 12.6,462607,73349,69286,77412,"69,286 to 77,412",15.9,15,16.8,15.0 to 16.8,330959,47761,44388,51134,"44,388 to 51,134",14.4,13.4,15.4,13.4 to 15.4,128293,22837,20845,24829,"20,845 to 24,829",17.8,16.2,19.4,16.2 to 19.4,55073,54271,55875,"$54,271 to $55,875"
2014,31,31000,Nebraska,1828140,225054,218509,231599,"218,509 to 231,599",12.3,11.9,12.7,11.9 to 12.7,458792,73270,69375,77165,"69,375 to 77,165",16,15.2,16.8,15.2 to 16.8,328868,48249,45075,51423,"45,075 to 51,423",14.7,13.7,15.7,13.7 to 15.7,127900,23075,20914,25236,"20,914 to 25,236",18,16.3,19.7,16.3 to 19.7,52803,52139,53467,"$52,139 to $53,467"
2013,31,31000,Nebraska,1815562,234742,227326,242158,"227,326 to 242,158",12.9,12.5,13.3,12.5 to 13.3,456306,77850,73190,82510,"73,190 to 82,510",17.1,16.1,18.1,16.1 to 18.1,326287,49030,45209,52851,"45,209 to 52,851",15,13.8,16.2,13.8 to 16.2,127806,26764,24192,29336,"24,192 to 29,336",20.9,18.9,22.9,18.9 to 22.9,51502,51017,51987,"$51,017 to $51,987"
2012,31,31000,Nebraska,1800892,230375,223087,237663,"223,087 to 237,663",12.8,12.4,13.2,12.4 to 13.2,453303,78806,74931,82681,"74,931 to 82,681",17.4,16.5,18.3,16.5 to 18.3,321738,51189,47880,54498,"47,880 to 54,498",15.9,14.9,16.9,14.9 to 16.9,129503,25654,23720,27588,"23,720 to 27,588",19.8,18.3,21.3,18.3 to 21.3,50766,50207,51325,"$50,207 to $51,325"
2011,31,31000,Nebraska,1789287,230003,223029,236977,"223,029 to 236,977",12.9,12.5,13.3,12.5 to 13.3,451108,79312,75238,83386,"75,238 to 83,386",17.6,16.7,18.5,16.7 to 18.5,319651,49082,45616,52548,"45,616 to 52,548",15.4,14.3,16.5,14.3 to 16.5,128284,27654,25490,29818,"25,490 to 29,818",21.6,19.9,23.3,19.9 to 23.3,50281,49626,50936,"$49,626 to $50,936"
2010,31,31000,Nebraska,1776188,224530,216981,232079,"216,981 to 232,079",12.6,12.2,13,12.2 to 13.0,449547,77895,73532,82258,"73,532 to 82,258",17.3,16.3,18.3,16.3 to 18.3,318026,49230,45294,53166,"45,294 to 53,166",15.5,14.3,16.7,14.3 to 16.7,128992,26193,24037,28349,"24,037 to 28,349",20.3,18.6,22,18.6 to 22.0,48415,47608,49222,"$47,608 to $49,222"
2009,31,31000,Nebraska,1739226,212312,204807,219817,"204,807 to 219,817",12.2,11.8,12.6,11.8 to 12.6,439999,67346,63535,71157,"63,535 to 71,157",15.3,14.4,16.2,14.4 to 16.2,306461,40760,37709,43811,"37,709 to 43,811",13.3,12.3,14.3,12.3 to 14.3,130380,23771,21696,25845,"21,696 to 25,845",18.2,16.6,19.8,16.6 to 19.8,47470,46726,48214,"$46,726 to $48,214"
2008,31,31000,Nebraska,1727266,186480,179814,193147,"179,814 to 193,147",10.8,10.4,11.2,10.4 to 11.2,436012,59793,56186,63401,"56,186 to 63,401",13.7,12.9,14.5,12.9 to 14.5,304185,35492,32305,38679,"32,305 to 38,679",11.7,10.6,12.7,10.6 to 12.7,129151,21668,19973,23363,"19,973 to 23,363",16.8,15.5,18.1,15.5 to 18.1,49731,48953,50509,"$48,953 to $50,509"
2007,31,31000,Nebraska,1719426,190463,184545,196380,"184,545 to 196,380",11.1,10.7,11.4,10.7 to 11.4,436053,64102,60786,67417,"60,786 to 67,417",14.7,13.9,15.5,13.9 to 15.5,305361,39327,36475,42179,"36,475 to 42,179",12.9,11.9,13.8,11.9 to 13.8,127558,22263,20642,23884,"20,642 to 23,884",17.5,16.2,18.7,16.2 to 18.7,47072,46425,47720,"$46,425 to $47,720"
2006,31,31000,Nebraska,1715416,194595,188562,200629,"188,562 to 200,629",11.3,11,11.7,11.0 to 11.7,436638,62877,59609,66145,"59,609 to 66,145",14.4,13.7,15.1,13.7 to 15.1,307552,37876,35047,40705,"35,047 to 40,705",12.3,11.4,13.2,11.4 to 13.2,125799,21990,20314,23667,"20,314 to 23,667",17.5,16.1,18.8,16.1 to 18.8,45369,44820,45919,"$44,820 to $45,919"
2005,31,31000,Nebraska,1702183,186436,180624,192247,"180,624 to 192,247",11,10.6,11.3,10.6 to 11.3,424022,62489,59478,65500,"59,478 to 65,500",14.7,14,15.4,14.0 to 15.4,299439,38637,36096,41178,"36,096 to 41,178",12.9,12.1,13.8,12.1 to 13.8,121687,21564,19982,23147,"19,982 to 23,147",17.7,16.4,19,16.4 to 19.0,43675,42978,44373,"$42,978 to $44,373"
2004,31,31000,Nebraska,1723814,172162,157447,186877,"157,447 to 186,877",10,9.1,10.8,9.1 to 10.8,429065,55000,47690,62310,"47,690 to 62,310",12.8,11.1,14.5,11.1 to 14.5,301938,32859,26715,39003,"26,715 to 39,003",10.9,8.8,12.9,8.8 to 12.9,122854,19555,16245,22865,"16,245 to 22,865",15.9,13.2,18.6,13.2 to 18.6,42166,40626,43706,"$40,626 to $43,706"
2003,31,31000,Nebraska,1711701,170042,158512,181572,"158,512 to 181,572",9.9,9.3,10.6,9.3 to 10.6,432103,55652,49838,61466,"49,838 to 61,466",12.9,11.5,14.2,11.5 to 14.2,306446,32413,28213,36613,"28,213 to 36,613",10.6,9.2,11.9,9.2 to 11.9,120315,20617,16735,24499,"16,735 to 24,499",17.1,13.9,20.4,13.9 to 20.4,41984,40458,43509,"$40,458 to $43,509"
2002,31,31000,Nebraska,1706058,169922,158265,181578,"158,265 to 181,578",10,9.3,10.6,9.3 to 10.6,437923,53919,48053,59785,"48,053 to 59,785",12.3,11,13.7,11.0 to 13.7,310090,33583,28831,38335,"28,831 to 38,335",10.8,9.3,12.4,9.3 to 12.4,119547,18090,14677,21503,"14,677 to 21,503",15.1,12.3,18,12.3 to 18.0,41130,39343,42917,"$39,343 to $42,917"
2001,31,31000,Nebraska,1688718,156604,146373,166834,"146,373 to 166,834",9.3,8.7,9.9,8.7 to 9.9,437350,54967,48029,61906,"48,029 to 61,906",12.6,11,14.2,11.0 to 14.2,315877,34590,28488,40692,"28,488 to 40,692",11,9,12.9,9.0 to 12.9,117425,17382,14697,20068,"14,697 to 20,068",14.8,12.5,17.1,12.5 to 17.1,41091,39545,42636,"$39,545 to $42,636"
2000,31,31000,Nebraska,1677358,148821,138664,158978,"138,664 to 158,978",8.9,8.3,9.5,8.3 to 9.5,432835,51329,45692,56966,"45,692 to 56,966",11.9,10.6,13.2,10.6 to 13.2,312274,30863,26138,35588,"26,138 to 35,588",9.9,8.4,11.4,8.4 to 11.4,114231,17806,14786,20827,"14,786 to 20,827",15.6,12.9,18.2,12.9 to 18.2,40429,38599,42259,"$38,599 to $42,259"
1999,31,31000,Nebraska,1679366,162806,147643,177970,"147,643 to 177,970",9.7,8.8,10.6,8.8 to 10.6,444680,55575,45495,65654,"45,495 to 65,654",12.5,10.2,14.8,10.2 to 14.8,321055,35990,27229,44751,"27,229 to 44,751",11.2,8.5,13.9,8.5 to 13.9,116963,16780,12170,21390,"12,170 to 21,390",14.3,10.4,18.3,10.4 to 18.3,38668,37307,40029,"$37,307 to $40,029"
1998,31,31000,Nebraska,1654294,169986,153572,186401,"153,572 to 186,401",10.3,9.3,11.3,9.3 to 11.3,451179,62254,51856,72652,"51,856 to 72,652",13.8,11.5,16.1,11.5 to 16.1,328757,38527,29127,47927,"29,127 to 47,927",11.7,8.9,14.6,8.9 to 14.6,118551,21219,16521,25917,"16,521 to 25,917",17.9,13.9,21.9,13.9 to 21.9,37233,35497,38969,"$35,497 to $38,969"
1997,31,31000,Nebraska,NA,158962,143803,174122,"143,803 to 174,122",9.6,8.7,10.6,8.7 to 10.6,NA,57013,48585,65441,"48,585 to 65,441",12.6,10.8,14.5,10.8 to 14.5,NA,33822,26642,41002,"26,642 to 41,002",10.2,8,12.3,8.0 to 12.3,NA,19212,15211,23214,"15,211 to 23,214",16.5,13.1,20,13.1 to 20.0,35337,33662,37013,"$33,662 to $37,013"
1996,31,31000,Nebraska,NA,153630,139063,168197,"139,063 to 168,197",9.4,8.5,10.2,8.5 to 10.2,NA,56679,48238,65120,"48,238 to 65,120",12.7,10.8,14.6,10.8 to 14.6,NA,31052,23404,38700,"23,404 to 38,700",9.6,7.2,12,7.2 to 12.0,NA,20846,16861,24830,"16,861 to 24,830",18.1,14.7,21.6,14.7 to 21.6,33562,31695,35430,"$31,695 to $35,430"
1995,31,31000,Nebraska,NA,159645,148011,171279,"148,011 to 171,279",9.8,9,10.5,9.0 to 10.5,NA,56930,50472,63389,"50,472 to 63,389",12.6,11.2,14.1,11.2 to 14.1,NA,33811,29023,38599,"29,023 to 38,599",10.3,8.9,11.8,8.9 to 11.8,NA,19131,14744,23519,"14,744 to 23,519",16.4,12.6,20.2,12.6 to 20.2,32176,30655,33697,"$30,655 to $33,697"
1993,31,31000,Nebraska,NA,172767,157867,187667,"157,867 to 187,667",10.7,9.8,11.6,9.8 to 11.6,NA,62619,54313,70925,"54,313 to 70,925",13.9,12.1,15.8,12.1 to 15.8,NA,36648,29579,43717,"29,579 to 43,717",11.3,9.1,13.5,9.1 to 13.5,NA,22694,19710,25678,"19,710 to 25,678",19,16.5,21.5,16.5 to 21.5,29038,27836,30240,"$27,836 to $30,240"
1989,31,31000,Nebraska,NA,173034,164784,181284,"164,784 to 181,284",11.1,10.6,11.6,10.6 to 11.6,NA,67810,62643,72977,"62,643 to 72,977",15.6,14.4,16.8,14.4 to 16.8,NA,42468,38284,46652,"38,284 to 46,652",13.9,12.5,15.2,12.5 to 15.2,NA,22568,19333,25803,"19,333 to 25,803",18.2,15.6,20.8,15.6 to 20.8,25258,24118,26398,"$24,118 to $26,398"
2016,32,32000,Nevada,2896890,407308,394452,420164,"394,452 to 420,164",14.1,13.7,14.5,13.7 to 14.5,665031,132012,125182,138842,"125,182 to 138,842",19.9,18.9,20.9,18.9 to 20.9,481375,88913,82870,94956,"82,870 to 94,956",18.5,17.2,19.8,17.2 to 19.8,179932,39500,36363,42637,"36,363 to 42,637",22,20.3,23.7,20.3 to 23.7,55201,54342,56060,"$54,342 to $56,060"
2015,32,32000,Nevada,2850466,424824,412817,436831,"412,817 to 436,831",14.9,14.5,15.3,14.5 to 15.3,658288,142071,135944,148198,"135,944 to 148,198",21.6,20.7,22.5,20.7 to 22.5,482041,96837,91511,102163,"91,511 to 102,163",20.1,19,21.2,19.0 to 21.2,173033,42203,39339,45067,"39,339 to 45,067",24.4,22.7,26.1,22.7 to 26.1,52544,51612,53476,"$51,612 to $53,476"
2014,32,32000,Nevada,2800763,430447,418251,442643,"418,251 to 442,643",15.4,15,15.8,15.0 to 15.8,654323,144947,138676,151218,"138,676 to 151,218",22.2,21.2,23.2,21.2 to 23.2,479372,96913,91607,102219,"91,607 to 102,219",20.2,19.1,21.3,19.1 to 21.3,172795,45395,42193,48597,"42,193 to 48,597",26.3,24.4,28.2,24.4 to 28.2,51487,50828,52146,"$50,828 to $52,146"
2013,32,32000,Nevada,2750482,433267,421242,445292,"421,242 to 445,292",15.8,15.4,16.2,15.4 to 16.2,651285,147638,140726,154550,"140,726 to 154,550",22.7,21.6,23.8,21.6 to 23.8,473129,99599,93685,105513,"93,685 to 105,513",21.1,19.9,22.3,19.9 to 22.3,174440,44460,40950,47970,"40,950 to 47,970",25.5,23.5,27.5,23.5 to 27.5,51250,50676,51824,"$50,676 to $51,824"
2012,32,32000,Nevada,2718582,441373,429406,453340,"429,406 to 453,340",16.2,15.8,16.6,15.8 to 16.6,652369,152664,146579,158749,"146,579 to 158,749",23.4,22.5,24.3,22.5 to 24.3,468899,101584,96355,106813,"96,355 to 106,813",21.7,20.6,22.8,20.6 to 22.8,179758,47866,44892,50840,"44,892 to 50,840",26.6,24.9,28.3,24.9 to 28.3,49909,49131,50687,"$49,131 to $50,687"
2011,32,32000,Nevada,2684533,423195,410176,436214,"410,176 to 436,214",15.8,15.3,16.3,15.3 to 16.3,653988,145150,138452,151848,"138,452 to 151,848",22.2,21.2,23.2,21.2 to 23.2,466204,96806,90970,102642,"90,970 to 102,642",20.8,19.5,22.1,19.5 to 22.1,183397,44676,41073,48279,"41,073 to 48,279",24.4,22.4,26.4,22.4 to 26.4,49099,48171,50027,"$48,171 to $50,027"
2010,32,32000,Nevada,2666664,393605,380753,406457,"380,753 to 406,457",14.8,14.3,15.3,14.3 to 15.3,655799,139981,132945,147017,"132,945 to 147,017",21.3,20.2,22.4,20.2 to 22.4,468715,89928,83702,96154,"83,702 to 96,154",19.2,17.9,20.5,17.9 to 20.5,183717,46954,43865,50043,"43,865 to 50,043",25.6,23.9,27.3,23.9 to 27.3,50987,50262,51712,"$50,262 to $51,712"
2009,32,32000,Nevada,2606531,323738,312900,334575,"312,900 to 334,575",12.4,12,12.8,12.0 to 12.8,668524,117742,111394,124091,"111,394 to 124,091",17.6,16.7,18.6,16.7 to 18.6,463283,72969,67849,78089,"67,849 to 78,089",15.8,14.6,16.9,14.6 to 16.9,201035,41167,37486,44849,"37,486 to 44,849",20.5,18.6,22.3,18.6 to 22.3,53310,52433,54187,"$52,433 to $54,187"
2008,32,32000,Nevada,2566465,288334,278528,298140,"278,528 to 298,140",11.2,10.9,11.6,10.9 to 11.6,658441,98504,92794,104215,"92,794 to 104,215",15,14.1,15.8,14.1 to 15.8,457167,60439,55569,65309,"55,569 to 65,309",13.2,12.2,14.3,12.2 to 14.3,196493,34298,31361,37235,"31,361 to 37,235",17.5,16,18.9,16.0 to 18.9,56432,55670,57195,"$55,670 to $57,195"
2007,32,32000,Nevada,2528671,267829,258054,277605,"258,054 to 277,605",10.6,10.2,11,10.2 to 11.0,647787,96510,90904,102116,"90,904 to 102,116",14.9,14,15.8,14.0 to 15.8,452035,62021,56950,67092,"56,950 to 67,092",13.7,12.6,14.8,12.6 to 14.8,190740,30422,27853,32992,"27,853 to 32,992",15.9,14.6,17.3,14.6 to 17.3,54996,54155,55838,"$54,155 to $55,838"
2006,32,32000,Nevada,2460756,257828,249773,265884,"249,773 to 265,884",10.5,10.2,10.8,10.2 to 10.8,624458,89054,84448,93661,"84,448 to 93,661",14.3,13.5,15,13.5 to 15.0,439442,56477,52504,60450,"52,504 to 60,450",12.9,11.9,13.8,11.9 to 13.8,180768,29039,26539,31539,"26,539 to 31,539",16.1,14.7,17.4,14.7 to 17.4,52800,51901,53699,"$51,901 to $53,699"
2005,32,32000,Nevada,2364153,263522,254075,272970,"254,075 to 272,970",11.1,10.7,11.5,10.7 to 11.5,601987,92648,87125,98171,"87,125 to 98,171",15.4,14.5,16.3,14.5 to 16.3,431679,58687,54270,63104,"54,270 to 63,104",13.6,12.6,14.6,12.6 to 14.6,166887,31154,28108,34200,"28,108 to 34,200",18.7,16.8,20.5,16.8 to 20.5,49288,48498,50077,"$48,498 to $50,077"
2004,32,32000,Nevada,2380853,264673,243959,285388,"243,959 to 285,388",11.1,10.2,12,10.2 to 12.0,619456,94470,83736,105203,"83,736 to 105,203",15.3,13.5,17,13.5 to 17.0,437912,60862,51734,69990,"51,734 to 69,990",13.9,11.8,16,11.8 to 16.0,172797,29470,23873,35067,"23,873 to 35,067",17.1,13.8,20.3,13.8 to 20.3,47231,45736,48725,"$45,736 to $48,725"
2003,32,32000,Nevada,2296726,251744,235959,267529,"235,959 to 267,529",11,10.3,11.6,10.3 to 11.6,598777,91399,82756,100043,"82,756 to 100,043",15.3,13.8,16.7,13.8 to 16.7,423908,59296,52565,66027,"52,565 to 66,027",14,12.4,15.6,12.4 to 15.6,166324,27486,22198,32773,"22,198 to 32,773",16.5,13.3,19.7,13.3 to 19.7,45249,43826,46673,"$43,826 to $46,673"
2002,32,32000,Nevada,2206561,223839,207365,240313,"207,365 to 240,313",10.1,9.4,10.9,9.4 to 10.9,575923,80964,72175,89753,"72,175 to 89,753",14.1,12.5,15.6,12.5 to 15.6,407202,52387,44874,59900,"44,874 to 59,900",12.9,11,14.7,11.0 to 14.7,161998,25067,20463,29672,"20,463 to 29,672",15.5,12.6,18.3,12.6 to 18.3,44560,42839,46280,"$42,839 to $46,280"
2001,32,32000,Nevada,2126572,197386,182073,212699,"182,073 to 212,699",9.3,8.6,10,8.6 to 10.0,558204,69592,59725,79458,"59,725 to 79,458",12.5,10.7,14.2,10.7 to 14.2,395445,44314,35790,52838,"35,790 to 52,838",11.2,9.1,13.4,9.1 to 13.4,155327,21953,17806,26100,"17,806 to 26,100",14.1,11.5,16.8,11.5 to 16.8,44325,42817,45832,"$42,817 to $45,832"
2000,32,32000,Nevada,2061825,194787,181137,208436,"181,137 to 208,436",9.4,8.8,10.1,8.8 to 10.1,547003,74546,66648,82443,"66,648 to 82,443",13.6,12.2,15.1,12.2 to 15.1,383108,49027,42340,55714,"42,340 to 55,714",12.8,11.1,14.5,11.1 to 14.5,155006,22024,17861,26187,"17,861 to 26,187",14.2,11.5,16.9,11.5 to 16.9,44698,42827,46568,"$42,827 to $46,568"
1999,32,32000,Nevada,1963763,200594,183139,218049,"183,139 to 218,049",10.2,9.3,11.1,9.3 to 11.1,503001,76802,64948,88657,"64,948 to 88,657",15.3,12.9,17.6,12.9 to 17.6,347712,47559,37671,57447,"37,671 to 57,447",13.7,10.8,16.5,10.8 to 16.5,142049,24621,18428,30814,"18,428 to 30,814",17.3,13,21.7,13.0 to 21.7,41939,40561,43316,"$40,561 to $43,316"
1998,32,32000,Nevada,1797602,188979,172839,205119,"172,839 to 205,119",10.5,9.6,11.4,9.6 to 11.4,487523,73130,62182,84078,"62,182 to 84,078",15,12.8,17.2,12.8 to 17.2,337685,46948,37682,56214,"37,682 to 56,214",13.9,11.2,16.6,11.2 to 16.6,142729,23112,17499,28726,"17,499 to 28,726",16.2,12.3,20.1,12.3 to 20.1,39867,38082,41653,"$38,082 to $41,653"
1997,32,32000,Nevada,NA,186345,170041,202650,"170,041 to 202,650",10.7,9.7,11.6,9.7 to 11.6,NA,74006,64987,83026,"64,987 to 83,026",15.4,13.5,17.3,13.5 to 17.3,NA,45146,37793,52499,"37,793 to 52,499",13.7,11.5,15.9,11.5 to 15.9,NA,25007,20011,30004,"20,011 to 30,004",17.5,14,21,14.0 to 21.0,39280,37558,41001,"$37,558 to $41,001"
1996,32,32000,Nevada,NA,161737,146295,177178,"146,295 to 177,178",9.6,8.7,10.6,8.7 to 10.6,NA,61697,53236,70159,"53,236 to 70,159",13.7,11.8,15.6,11.8 to 15.6,NA,35088,27375,42801,"27,375 to 42,801",11.5,9,14,9.0 to 14.0,NA,22485,18217,26753,"18,217 to 26,753",16.7,13.6,19.9,13.6 to 19.9,38213,36186,40241,"$36,186 to $40,241"
1995,32,32000,Nevada,NA,167315,158637,175993,"158,637 to 175,993",10.5,9.9,11,9.9 to 11.0,NA,62125,56181,68068,"56,181 to 68,068",14.5,13.1,15.9,13.1 to 15.9,NA,35773,32064,39482,"32,064 to 39,482",12.4,11.1,13.6,11.1 to 13.6,NA,22568,17889,27248,"17,889 to 27,248",17.6,13.9,21.2,13.9 to 21.2,36300,34694,37906,"$34,694 to $37,906"
1993,32,32000,Nevada,NA,167793,154467,181119,"154,467 to 181,119",11.5,10.6,12.4,10.6 to 12.4,NA,64454,57941,70967,"57,941 to 70,967",16.7,15,18.4,15.0 to 18.4,NA,36920,31653,42187,"31,653 to 42,187",14.2,12.2,16.2,12.2 to 16.2,NA,24662,21976,27348,"21,976 to 27,348",20.6,18.3,22.8,18.3 to 22.8,33024,31792,34256,"$31,792 to $34,256"
1989,32,32000,Nevada,NA,119456,113213,125699,"113,213 to 125,699",10,9.5,10.5,9.5 to 10.5,NA,45783,41914,49652,"41,914 to 49,652",15.5,14.2,16.9,14.2 to 16.9,NA,25771,22795,28747,"22,795 to 28,747",13.1,11.5,14.6,11.5 to 14.6,NA,16821,14168,19474,"14,168 to 19,474",18,15.1,20.8,15.1 to 20.8,31797,30614,32980,"$30,614 to $32,980"
2016,33,33000,New Hampshire,1292241,97753,92007,103499,"92,007 to 103,499",7.6,7.2,8,7.2 to 8.0,256203,21896,19487,24305,"19,487 to 24,305",8.5,7.6,9.4,7.6 to 9.4,191703,14329,12204,16454,"12,204 to 16,454",7.5,6.4,8.6,6.4 to 8.6,62845,6300,5187,7413,"5,187 to 7,413",10,8.2,11.8,8.2 to 11.8,70986,69715,72257,"$69,715 to $72,257"
2015,33,33000,New Hampshire,1288048,108293,102000,114586,"102,000 to 114,586",8.4,7.9,8.9,7.9 to 8.9,258912,28590,26213,30967,"26,213 to 30,967",11,10.1,11.9,10.1 to 11.9,194205,19019,16995,21043,"16,995 to 21,043",9.8,8.8,10.8,8.8 to 10.8,63145,8116,7041,9191,"7,041 to 9,191",12.9,11.2,14.6,11.2 to 14.6,70003,68837,71169,"$68,837 to $71,169"
